output_file = "12-1-C-100-1.60-141.csv";

n_days = 100;
n_shelves = 12;
n_crops = 1;

crop_shelf_compatible = [
    [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
];

crop_growth_days = [15];

n_configurations = 2;

crop_growth_day_config = [
    [1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
];

capacity = [
    [12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12]
];

demand = [
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 16, 0, 0, 0, 0, 11, 0, 0, 0, 12, 4, 0, 14, 0, 16, 0, 0, 8, 0, 0, 9, 0, 0, 0, 4, 0, 12, 0, 11, 33, 0, 0, 9, 0, 0, 27, 0, 0, 9, 0, 12, 0, 0, 0, 0, 8, 0, 0, 6, 20, 28, 16, 8, 9, 11, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 14]
];
