output_file = "12-1-C-100-2.00-143.csv";

n_days = 100;
n_shelves = 12;
n_crops = 1;

crop_shelf_compatible = [
    [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
];

crop_growth_days = [15];

n_configurations = 2;

crop_growth_day_config = [
    [1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
];

capacity = [
    [12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12]
];

demand = [
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 16, 26, 0, 10, 10, 0, 0, 20, 0, 38, 10, 0, 0, 0, 10, 0, 30, 12, 0, 0, 8, 0, 22, 34, 0, 10, 0, 0, 20, 0, 36, 0, 6, 14, 10, 0, 0, 0, 0, 0, 10, 0, 12, 16, 36, 0, 0, 0, 0, 14, 0, 32, 0, 0, 0, 6, 12, 0, 0, 0, 0, 0, 12]
];
