output_file = "12-1-C-100-1.40-140.csv";

n_days = 100;
n_shelves = 12;
n_crops = 1;

crop_shelf_compatible = [
    [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
];

crop_growth_days = [15];

n_configurations = 2;

crop_growth_day_config = [
    [1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
];

capacity = [
    [12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12]
];

demand = [
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 11, 0, 0, 9, 0, 0, 2, 0, 0, 8, 0, 29, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 8, 22, 0, 21, 0, 8, 0, 0, 19, 16, 0, 4, 8, 8, 0, 0, 0, 0, 2, 8, 0, 0, 23, 0, 11, 0, 12, 12, 0, 0, 28, 0, 0, 4, 5, 0, 0, 0, 0, 4, 7, 0, 0, 0, 28, 0, 0, 7, 5, 0, 22, 0, 0, 0, 0, 0]
];
