output_file = "12-2-AF-80-1.60-465.csv";

n_days = 80;
n_shelves = 12;
n_crops = 2;

crop_shelf_compatible = [
    [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1],
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
];

crop_growth_days = [64, 35];

n_configurations = 7;

crop_growth_day_config = [
    [1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3],
[4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
];

capacity = [
    [12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 10, 10]
];

demand = [
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 17, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 4, 8, 9, 0, 11, 0, 0, 0, 0, 6, 0, 0, 0, 4, 0, 3, 0, 0, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
];
