output_file = "12-2-EF-100-1.60-1023.csv";

n_days = 100;
n_shelves = 12;
n_crops = 2;

crop_shelf_compatible = [
    [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
];

crop_growth_days = [35, 35];

n_configurations = 8;

crop_growth_day_config = [
    [1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4],
[5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8]
];

capacity = [
    [12, 12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 12, 10, 10],
[12, 12, 12, 12, 12, 12, 10, 10]
];

demand = [
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 6, 0, 6, 0, 0, 0, 0, 9, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 0, 9, 0, 0, 3, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 3, 0, 3, 4, 0, 9, 11, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 3, 0, 3, 12, 0, 0, 0, 6, 4, 4, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 4, 0, 0, 0, 8, 0, 1, 0, 0, 0, 4, 17, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 3, 6, 4, 17, 0, 0, 4, 0]
];
