output_file = "12-1-B-80-2.00-71.csv";

n_days = 80;
n_shelves = 12;
n_crops = 1;

crop_shelf_compatible = [
    [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
];

crop_growth_days = [15];

n_configurations = 2;

crop_growth_day_config = [
    [1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
];

capacity = [
    [12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12]
];

demand = [
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 0, 18, 12, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 14, 22, 0, 0, 0, 6, 10, 16, 0, 0, 40, 0, 12, 0, 0, 18, 0, 0, 28, 0, 0, 6, 10]
];
