output_file = "12-2-DE-100-1.20-913.csv";

n_days = 100;
n_shelves = 12;
n_crops = 2;

crop_shelf_compatible = [
    [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
];

crop_growth_days = [44, 35];

n_configurations = 9;

crop_growth_day_config = [
    [1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, -1, -1, -1, -1, -1, -1, -1, -1, -1]
];

capacity = [
    [10, 10, 10, 10, 10, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12]
];

demand = [
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 10, 0, 0, 0, 1, 3, 8, 8, 0, 1, 3, 0, 0, 3, 12, 3, 0, 0, 3, 6, 0, 0, 6, 0, 3, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 8, 0, 7, 0, 0, 4, 4, 0, 0, 0, 1, 0, 0, 2, 3, 4, 8, 0, 0, 4, 0, 8, 0, 0, 0, 4, 4, 0, 0, 10, 7, 0, 0, 0, 0, 0, 12, 6, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 4, 0]
];
