output_file = "12-1-B-80-1.20-67.csv";

n_days = 80;
n_shelves = 12;
n_crops = 1;

crop_shelf_compatible = [
    [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
];

crop_growth_days = [15];

n_configurations = 2;

crop_growth_day_config = [
    [1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
];

capacity = [
    [12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12],
[12, 12]
];

demand = [
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 12, 0, 0, 4, 0, 16, 15, 9, 0, 9, 0, 0, 0, 0, 0, 0, 4, 10, 0, 0, 18, 12, 0, 0, 7, 0, 0, 14, 0, 4, 9, 0, 9, 19, 0, 0, 0, 0, 0, 0, 12, 24, 0, 0, 3, 0, 9, 18, 0, 0, 4, 6, 0, 8, 0, 0, 0, 0, 0, 0, 0]
];
