output_file = "12-3-DEF-80-1.00-1902.csv";

n_days = 80;
n_shelves = 12;
n_crops = 3;

crop_shelf_compatible = [
    [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
];

crop_growth_days = [44, 35, 35];

n_configurations = 11;

crop_growth_day_config = [
    [1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5],
[6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, -1, -1, -1, -1, -1, -1, -1, -1, -1],
[10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1]
];

capacity = [
    [10, 10, 10, 10, 10, 12, 12, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12, 12, 12],
[10, 10, 10, 10, 10, 12, 12, 12, 12, 12, 12]
];

demand = [
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 7, 0, 1, 2, 0, 0, 0, 5, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 7, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 4, 3, 2, 0, 0, 0, 0, 0, 6, 0, 1, 2, 0, 2],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 5, 0, 0, 0, 0, 3, 2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 2, 0]
];
